Player,season,Pos,GP,FOW,FOL,FaceoffRating
Jay Beagle,16-17,RW,81,624.0,483.0,24
François Beauchemin,16-17,D,81,0.0,0.0,0
Nathan Beaulieu,16-17,D,74,0.0,0.0,0
Anthony Beauvillier,16-17,LW,66,123.0,174.0,5
Taylor Beck,16-17,LW,5,0.0,1.0,0
Matt Beleskey,16-17,LW,49,29.0,41.0,5
Pierre-Édouard Bellemare,16-17,LW,82,400.0,429.0,10
Jamie Benn,16-17,LW,77,212.0,200.0,11
Jordie Benn,16-17,D,71,0.0,0.0,0
Beau Bennett,16-17,RW,65,3.0,13.0,0
Sam Bennett,16-17,C,81,374.0,437.0,7
Matt Benning,16-17,D,62,0.0,0.0,0
Patrice Bergeron,16-17,C,79,1086.0,722.0,27
Patrik Berglund,16-17,C,82,584.0,585.0,14
Christoph Bertschy,16-17,C,5,0.0,0.0,0
Tyler Bertuzzi,16-17,LW,7,1.0,1.0,0
Bryan Bickell,16-17,LW,11,0.0,2.0,0
Alex Biega,16-17,D,36,0.0,0.0,0
Kevin Bieksa,16-17,D,81,0.0,0.0,0
Anthony Bitetto,16-17,D,29,0.0,0.0,0
Oliver Bjorkstrand,16-17,RW,26,1.0,0.0,0
Nick Bjugstad,16-17,C,54,186.0,205.0,8
Joseph Blandisi,16-17,LW,27,76.0,93.0,5
Anton Blidh,16-17,LW,19,0.0,0.0,0
Mike Blunden,16-17,RW,2,0.0,0.0,0
Brock Boeser,16-17,RW,9,0.0,0.0,0
Zach Bogosian,16-17,D,56,0.0,1.0,0
Jared Boll,16-17,RW,51,0.0,1.0,0
Nick Bonino,16-17,C,80,582.0,631.0,11
Mark Borowiecki,16-17,D,70,1.0,0.0,-1
Robert Bortuzzo,16-17,D,38,0.0,0.0,0
Reid Boucher,16-17,C,39,0.0,1.0,0
Lance Bouma,16-17,C,61,4.0,8.0,0
Michael Bournival,16-17,LW,19,1.0,2.0,0
Gabriel Bourque,16-17,LW,6,0.0,1.0,0
Rene Bourque,16-17,RW,65,0.0,5.0,0
Jay Bouwmeester,16-17,D,81,0.0,0.0,0
Johnny Boychuk,16-17,D,66,1.0,0.0,-1
Brian Boyle,16-17,C,75,303.0,278.0,15
Tyler Bozak,16-17,C,78,774.0,591.0,25
Derick Brassard,16-17,C,81,612.0,613.0,14
Justin Braun,16-17,D,81,0.0,0.0,0
T.J. Brodie,16-17,D,82,0.0,0.0,0
Jonas Brodin,16-17,D,68,0.0,0.0,0
Kyle Brodziak,16-17,C,69,323.0,330.0,12
Jonny Brodzinski,16-17,C,6,0.0,0.0,0
Troy Brouwer,16-17,RW,74,20.0,44.0,5
Connor Brown,16-17,RW,82,2.0,6.0,0
Dustin Brown,16-17,RW,80,2.0,3.0,0
J.T. Brown,16-17,RW,64,12.0,26.0,0
Patrick Brown,16-17,C,14,9.0,6.0,2
Pavel Buchnevich,16-17,RW,41,1.0,6.0,0
André Burakovsky,16-17,LW,64,2.0,5.0,0
Erik Burgdoerfer,16-17,D,2,0.0,0.0,0
Alexander Burmistrov,16-17,C,49,178.0,259.0,5
Brent Burns,16-17,D,82,0.0,0.0,0
Alexandre Burrows,16-17,LW,75,5.0,9.0,0
Chris Butler,16-17,D,1,0.0,0.0,0
Dustin Byfuglien,16-17,D,80,0.0,0.0,0
Paul Byron,16-17,LW,81,10.0,5.0,0
Mikkel Bødker,16-17,LW,81,5.0,13.0,0
Drake Caggiula,16-17,LW,60,117.0,167.0,5
Mitch Callahan,16-17,RW,4,0.0,0.0,0
Ryan Callahan,16-17,RW,18,5.0,4.0,0
Matt Calvert,16-17,LW,65,2.0,14.0,0
Mike Cammalleri,16-17,LW,61,17.0,11.0,0
Brian Campbell,16-17,D,80,0.0,0.0,0
Patrick Cannone,16-17,C,3,11.0,10.0,15
Paul Carey,16-17,C,6,0.0,0.0,0
Matt Carle,16-17,D,6,0.0,0.0,0
Brandon Carlo,16-17,D,82,0.0,0.0,0
John Carlson,16-17,D,72,0.0,0.0,0
Gabriel Carlsson,16-17,D,2,0.0,0.0,0
Ryan Carpenter,16-17,C,11,34.0,41.0,5
Daniel Carr,16-17,LW,33,2.0,1.0,0
Connor Carrick,16-17,D,67,0.0,0.0,0
Alexandre Carrier,16-17,D,2,0.0,0.0,0
William Carrier,16-17,LW,41,1.0,1.0,0
Jeff Carter,16-17,C,82,735.0,680.0,18
Cody Ceci,16-17,D,79,1.0,0.0,-1
Peter Cehlárik,16-17,LW,11,2.0,1.0,0
Thomas Chabot,16-17,D,1,0.0,0.0,0
Michael Chaput,16-17,C,68,203.0,182.0,13
Zdeno Chára,16-17,D,75,0.0,1.0,0
Ben Chiarot,16-17,D,59,0.0,0.0,0
Alex Chiasson,16-17,RW,81,7.0,22.0,0
Jason Chimera,16-17,LW,82,16.0,18.0,0
Taylor Chorney,16-17,D,18,0.0,0.0,0
Jakob Chychrun,16-17,D,68,0.0,0.0,0
Casey Cizikas,16-17,C,59,420.0,426.0,14
Fredrik Claesson,16-17,D,33,0.0,0.0,0
Adam Clendening,16-17,D,31,0.0,0.0,0
Kyle Clifford,16-17,LW,73,2.0,3.0,0
Cal Clutterbuck,16-17,RW,66,3.0,5.0,0
Braydon Coburn,16-17,D,80,0.0,0.0,0
Andrew Cogliano,16-17,LW,82,8.0,10.0,0
Joe Colborne,16-17,C,62,45.0,72.0,5
Ian Cole,16-17,D,81,0.0,0.0,0
Blake Coleman,16-17,C,23,96.0,130.0,5
Blake Comeau,16-17,LW,77,114.0,132.0,5
J.T. Compher,16-17,LW,21,78.0,86.0,8
Cory Conacher,16-17,LW,11,1.0,1.0,0
Erik Condra,16-17,RW,13,1.0,0.0,0
Kevin Connauton,16-17,D,24,0.0,0.0,0
Brett Connolly,16-17,RW,66,4.0,10.0,0
Kyle Connor,16-17,LW,20,1.0,1.0,0
Andrew Copp,16-17,C,64,95.0,97.0,5
Frank Corrado,16-17,D,4,0.0,0.0,0
Nick Cousins,16-17,C,60,89.0,128.0,5
Logan Couture,16-17,C,73,297.0,453.0,5
Sean Couturier,16-17,C,66,587.0,479.0,23
Charlie Coyle,16-17,C,82,114.0,134.0,5
Adam Cracknell,16-17,RW,69,135.0,160.0,5
Joseph Cramarossa,16-17,LW,59,6.0,1.0,0
Sidney Crosby,16-17,C,75,842.0,906.0,11
Lawson Crouse,16-17,LW,72,1.0,1.0,0
Matt Cullen,16-17,C,72,440.0,419.0,16
Austin Czarnik,16-17,C,49,57.0,76.0,5
Klas Dahlbeck,16-17,D,43,0.0,0.0,0
Trevor Daley,16-17,D,56,0.0,0.0,0
Zac Dalpe,16-17,C,9,27.0,32.0,5
Phillip Danault,16-17,LW,82,533.0,498.0,17
Marko Daňo,16-17,C,38,1.0,3.0,0
Laurent Dauphin,16-17,C,24,37.0,45.0,5
Brandon Davidson,16-17,D,38,0.0,0.0,0
Calvin de Haan,16-17,D,82,0.0,0.0,0
Jacob de La Rose,16-17,LW,9,17.0,17.0,6
Jean-Sébastien Dea,16-17,C,1,1.0,1.0,2
Tony DeAngelo,16-17,D,39,0.0,0.0,0
Danny DeKeyser,16-17,D,82,0.0,0.0,0
Michael Del Zotto,16-17,D,51,0.0,1.0,0
Dylan DeMelo,16-17,D,25,0.0,0.0,0
Jason Demers,16-17,D,81,0.0,1.0,0
David Desharnais,16-17,C,49,170.0,162.0,13
Andrew Desjardins,16-17,LW,46,39.0,30.0,5
Nicolas Deslauriers,16-17,LW,42,0.0,3.0,0
Simon Despres,16-17,D,1,0.0,0.0,0
Phillip Di Giuseppe,16-17,LW,36,0.0,2.0,0
Jason Dickinson,16-17,C,10,4.0,9.0,0
Christopher DiDomenico,16-17,RW,3,2.0,1.0,2
Brenden Dillon,16-17,D,81,0.0,0.0,0
Shane Doan,16-17,RW,74,94.0,105.0,5
Max Domi,16-17,LW,59,5.0,5.0,0
Joonas Donskoi,16-17,RW,61,8.0,8.0,0
Derek Dorsett,16-17,RW,14,1.0,0.0,0
Jake Dotchin,16-17,D,35,0.0,0.0,0
Drew Doughty,16-17,D,82,1.0,0.0,-1
Nic Dowd,16-17,C,70,338.0,369.0,10
Justin Dowling,16-17,C,9,38.0,31.0,19
Leon Draisaitl,16-17,C,82,476.0,496.0,12
Jonathan Drouin,16-17,LW,73,96.0,124.0,5
Brandon Dubinsky,16-17,C,80,770.0,718.0,18
Matt Duchene,16-17,C,77,687.0,411.0,28
Anthony Duclair,16-17,LW,58,4.0,4.0,0
Mathew Dumba,16-17,D,76,0.0,0.0,0
Gabriel Dumont,16-17,C,39,133.0,109.0,16
Brian Dumoulin,16-17,D,70,0.0,0.0,0
Christian Dvorak,16-17,C,78,471.0,535.0,9
Ryan Dzingel,16-17,LW,81,9.0,21.0,0
Cody Eakin,16-17,C,60,524.0,477.0,19
Patrick Eaves,16-17,RW,79,2.0,2.0,0
Jordan Eberle,16-17,RW,82,10.0,10.0,0
Alexander Edler,16-17,D,68,2.0,1.0,0
Joel Edmundson,16-17,D,69,0.0,0.0,0
Nikolaj Ehlers,16-17,LW,82,0.0,4.0,0
Jack Eichel,16-17,C,61,310.0,486.0,5
Aaron Ekblad,16-17,D,68,0.0,0.0,0
Mattias Ekholm,16-17,D,82,0.0,0.0,0
Oliver Ekman-Larsson,16-17,D,79,0.0,0.0,0
Remi Elie,16-17,LW,18,1.0,0.0,0
Lars Eller,16-17,C,81,416.0,467.0,9
Ryan Ellis,16-17,D,71,0.0,0.0,0
Alexei Emelin,16-17,D,76,0.0,0.0,0
Deryk Engelland,16-17,D,81,1.0,0.0,-1
Andreas Englund,16-17,D,5,0.0,0.0,0
Tyler Ennis,16-17,LW,51,3.0,13.0,0
Toby Enström,16-17,D,60,0.0,0.0,0
Jonathan Ericsson,16-17,D,51,0.0,0.0,0
Loui Eriksson,16-17,LW,65,0.0,1.0,0
Joel Eriksson Ek,16-17,LW,15,45.0,64.0,5
Adam Erne,16-17,LW,26,0.0,2.0,0
Emerson Etem,16-17,LW,3,0.0,1.0,0
Robby Fabbri,16-17,C,51,13.0,11.0,0
Radek Faksa,16-17,C,80,590.0,632.0,11
Justin Falk,16-17,D,52,1.0,0.0,-1
Bobby Farnham,16-17,RW,3,1.0,0.0,0
Hudson Fasching,16-17,RW,10,0.0,0.0,0
Jesper Fast,16-17,RW,68,17.0,27.0,0
Justin Faulk,16-17,D,75,0.0,0.0,0
Mark Fayne,16-17,D,4,0.0,0.0,0
Taylor Fedun,16-17,D,27,0.0,0.0,0
Eric Fehr,16-17,C,53,79.0,76.0,5
Micheal Ferland,16-17,LW,76,3.0,4.0,0
Kevin Fiala,16-17,LW,54,0.0,0.0,0
Vernon Fiddler,16-17,LW,59,370.0,316.0,20
Valtteri Filppula,16-17,C,79,556.0,606.0,10
Christian Fischer,16-17,RW,7,0.0,0.0,0
Mike Fisher,16-17,C,72,703.0,577.0,23
Brian Flynn,16-17,C,51,69.0,80.0,5
Marcus Foligno,16-17,LW,80,1.0,4.0,0
Nick Foligno,16-17,LW,79,41.0,48.0,5
Christian Folin,16-17,D,51,0.0,0.0,0
Derek Forbort,16-17,D,82,1.0,0.0,-1
Jakob Forsbacka Karlsson,16-17,C,1,1.0,1.0,2
Filip Forsberg,16-17,LW,82,5.0,13.0,0
Gustav Forsling,16-17,D,38,0.0,0.0,0
Cam Fowler,16-17,D,80,0.0,0.0,0
Cody Franson,16-17,D,68,0.0,0.0,0
Martin Frk,16-17,RW,2,0.0,0.0,0
Byron Froese,16-17,C,6,26.0,30.0,7
Michael Frolík,16-17,RW,82,13.0,16.0,0
Marián Gáborík,16-17,RW,56,0.0,1.0,0
Kurtis Gabriel,16-17,RW,13,0.0,0.0,0
Sam Gagner,16-17,C,81,202.0,223.0,6
Alex Galchenyuk,16-17,C,61,274.0,368.0,5
Brendan Gallagher,16-17,RW,64,30.0,44.0,5
Ryan Garbutt,16-17,LW,27,7.0,4.0,0
Jake Gardiner,16-17,D,82,0.0,0.0,0
Jason Garrison,16-17,D,70,0.0,0.0,0
Tyler Gaudet,16-17,C,4,14.0,21.0,2
Frédérick Gaudreau,16-17,C,9,4.0,8.0,0
Johnny Gaudreau,16-17,LW,72,0.0,0.0,0
Brendan Gaunce,16-17,LW,57,84.0,80.0,5
Cameron Gaunce,16-17,D,12,0.0,0.0,0
Frederik Gauthier,16-17,C,21,120.0,115.0,16
Luke Gazdic,16-17,LW,11,0.0,0.0,0
Éric Gélinas,16-17,D,27,0.0,1.0,0
Ryan Getzlaf,16-17,C,74,509.0,503.0,15
Tom Gilbert,16-17,D,18,0.0,0.0,0
Brian Gionta,16-17,RW,82,46.0,60.0,5
Stephen Gionta,16-17,RW,26,56.0,64.0,5
Mark Giordano,16-17,D,81,0.0,0.0,0
Dan Girardi,16-17,D,63,0.0,0.0,0
Zemgus Girgensons,16-17,C,75,273.0,306.0,8
Claude Giroux,16-17,C,82,977.0,771.0,24
Tanner Glass,16-17,LW,11,2.0,0.0,0
Luke Glendening,16-17,C,74,307.0,261.0,18
Nikolay Goldobin,16-17,RW,14,0.0,0.0,0
Alex Goligoski,16-17,D,82,0.0,0.0,0
Cody Goloubef,16-17,D,33,0.0,0.0,0
Barclay Goodrow,16-17,RW,3,0.0,0.0,0
Boyd Gordon,16-17,C,13,48.0,38.0,18
Josh Gorges,16-17,D,66,0.0,1.0,0
Shayne Gostisbehere,16-17,D,76,0.0,0.0,0
Yanni Gourde,16-17,C,20,60.0,103.0,5
Michael Grabner,16-17,RW,76,7.0,6.0,0
Petter Granberg,16-17,D,10,0.0,0.0,0
Markus Granlund,16-17,C,69,40.0,61.0,5
Mikael Granlund,16-17,C,81,16.0,17.0,0
Derek Grant,16-17,C,46,200.0,183.0,16
Tyler Graovac,16-17,C,52,163.0,180.0,7
Kevin Gravel,16-17,D,49,0.0,0.0,0
Mike Green,16-17,D,72,0.0,0.0,0
Andy Greene,16-17,D,66,0.0,0.0,0
Matt Greene,16-17,D,26,0.0,0.0,0
A.J. Greer,16-17,LW,5,0.0,0.0,0
Alexandre Grenier,16-17,RW,3,2.0,0.0,0
Seth Griffith,16-17,C,24,2.0,6.0,0
Mikhail Grigorenko,16-17,C,75,111.0,81.0,7
Rocco Grimaldi,16-17,C,4,0.0,0.0,0
Nicklas Grossmann,16-17,D,3,0.0,0.0,0
Eric Gryba,16-17,D,40,0.0,0.0,0
Matt Grzelcyk,16-17,D,2,0.0,0.0,0
Radko Gudas,16-17,D,67,0.0,0.0,0
Erik Gudbranson,16-17,D,30,0.0,0.0,0
Jake Guentzel,16-17,C,40,8.0,8.0,0
Brendan Guhle,16-17,D,3,0.0,0.0,0
Carl Gunnarsson,16-17,D,56,0.0,0.0,0
Denis Gurianov,16-17,RW,1,0.0,0.0,0
Carl Hagelin,16-17,LW,61,3.0,3.0,0
Robert Hägg,16-17,D,1,0.0,0.0,0
Ron Hainsey,16-17,D,72,0.0,0.0,0
Micheal Haley,16-17,C,58,66.0,83.0,5
Taylor Hall,16-17,LW,72,8.0,10.0,0
Dan Hamhuis,16-17,D,79,0.0,0.0,0
Dougie Hamilton,16-17,D,81,0.0,0.0,0
Freddie Hamilton,16-17,C,26,75.0,51.0,15
Travis Hamonic,16-17,D,49,0.0,0.0,0
Noah Hanifin,16-17,D,81,0.0,0.0,0
Joel Hanley,16-17,D,7,0.0,0.0,0
Markus Hännikäinen,16-17,LW,10,0.0,0.0,0
Jannik Hansen,16-17,RW,43,0.0,1.0,0
Martin Hanzal,16-17,C,71,767.0,593.0,24
Shane Harper,16-17,RW,14,0.0,0.0,0
Ben Harpur,16-17,D,6,0.0,0.0,0
Scott Harrington,16-17,D,22,0.0,0.0,0
Ryan Hartman,16-17,LW,76,25.0,37.0,5
Scott Hartnell,16-17,LW,78,3.0,3.0,0
Garnet Hathaway,16-17,RW,26,10.0,9.0,0
Erik Haula,16-17,C,72,404.0,346.0,20
John Hayden,16-17,LW,12,0.0,0.0,0
Jimmy Hayes,16-17,RW,58,14.0,41.0,5
Kevin Hayes,16-17,RW,76,442.0,526.0,7
Victor Hedman,16-17,D,79,0.0,0.0,0
Tim Heed,16-17,D,1,0.0,0.0,0
Danton Heinen,16-17,C,8,0.0,0.0,0
Seth Helgeson,16-17,D,9,0.0,0.0,0
Darren Helm,16-17,C,50,216.0,204.0,15
Aleš Hemský,16-17,RW,15,0.0,0.0,0
Matt Hendricks,16-17,LW,42,132.0,100.0,16
Samuel Henley,16-17,C,1,0.0,1.0,0
Adam Henrique,16-17,C,82,585.0,628.0,11
Tomáš Hertl,16-17,C,49,245.0,229.0,16
Thomas Hickey,16-17,D,76,0.0,0.0,0
Vinnie Hinostroza,16-17,LW,49,68.0,103.0,5
Niklas Hjalmarsson,16-17,D,73,0.0,0.0,0
Joshua Ho-Sang,16-17,RW,21,0.0,2.0,0
Mike Hoffman,16-17,LW,74,12.0,9.0,0
Nick Holden,16-17,D,80,0.0,1.0,0
Peter Holland,16-17,C,48,228.0,274.0,6
Korbinian Holzer,16-17,D,32,0.0,0.0,0
Julius Honka,16-17,D,16,0.0,0.0,0
Patric Hörnqvist,16-17,RW,70,3.0,8.0,0
Bo Horvat,16-17,C,81,756.0,742.0,15
Marián Hossa*,16-17,RW,73,5.0,9.0,0
Quinton Howden,16-17,C,5,0.0,2.0,0
Marek Hrivík,16-17,LW,16,32.0,48.0,5
Jonathan Huberdeau,16-17,LW,31,4.0,5.0,0
Jiří Hudler,16-17,RW,32,3.0,2.0,0
Charles Hudon,16-17,LW,3,0.0,0.0,0
Brad Hunt,16-17,D,12,0.0,0.0,0
Matt Hunwick,16-17,D,72,0.0,0.0,0
Ben Hutton,16-17,D,71,0.0,0.0,0
Zach Hyman,16-17,C,82,11.0,18.0,0
Jarome Iginla*,16-17,RW,80,16.0,14.0,0
Matt Irwin,16-17,D,74,0.0,0.0,0
Jaromír Jágr,16-17,RW,82,1.0,1.0,0
Mark Jankowski,16-17,C,1,5.0,3.0,24
Calle Järnkrok,16-17,C,81,452.0,463.0,13
Dmitrij Jaškin,16-17,RW,51,5.0,5.0,0
Boone Jenner,16-17,C,82,92.0,92.0,5
Nick Jensen,16-17,D,49,0.0,0.0,0
Nicklas Jensen,16-17,RW,7,0.0,0.0,0
Ryan Johansen,16-17,C,82,803.0,669.0,22
Marcus Johansson,16-17,LW,82,13.0,15.0,0
Stephen Johns,16-17,D,61,0.0,0.0,0
Erik Johnson,16-17,D,46,0.0,0.0,0
Jack Johnson,16-17,D,82,1.0,0.0,-1
Tyler Johnson,16-17,C,66,583.0,539.0,18
Ryan Johnston,16-17,D,7,0.0,0.0,0
Jussi Jokinen,16-17,LW,69,75.0,69.0,5
Jyrki Jokipakka,16-17,D,41,0.0,0.0,0
Connor Jones,16-17,C,4,8.0,5.0,10
Seth Jones,16-17,D,75,0.0,0.0,0
Josh Jooris,16-17,RW,54,222.0,228.0,11
Jacob Josefson,16-17,C,38,162.0,151.0,15
Roman Josi,16-17,D,72,0.0,0.0,0
Tyson Jost,16-17,C,6,28.0,42.0,5
Tomáš Jurčo,16-17,LW,29,0.0,1.0,0
Nazem Kadri,16-17,C,82,543.0,587.0,11
Sergey Kalinin,16-17,C,43,72.0,102.0,5
Vladislav Kamenev,16-17,LW,2,6.0,7.0,6
Steven Kampfer,16-17,D,11,0.0,0.0,0
Evander Kane,16-17,LW,70,55.0,67.0,5
Patrick Kane,16-17,RW,82,7.0,44.0,5
Kasperi Kapanen,16-17,RW,8,0.0,0.0,0
Michael Kapla,16-17,D,5,0.0,0.0,0
Erik Karlsson,16-17,D,77,0.0,0.0,0
Melker Karlsson,16-17,C,67,1.0,5.0,0
William Karlsson,16-17,C,81,435.0,525.0,6
Ondřej Kaše,16-17,RW,53,1.0,6.0,0
Zack Kassian,16-17,RW,79,4.0,7.0,0
Bracken Kearns,16-17,C,2,10.0,7.0,23
Duncan Keith,16-17,D,80,0.0,0.0,0
Clayton Keller,16-17,LW,3,0.0,0.0,0
Chris Kelly,16-17,C,82,223.0,278.0,5
Adrian Kempe,16-17,LW,25,67.0,86.0,5
Michal Kempný,16-17,D,50,0.0,0.0,0
Nicolas Kerdiles,16-17,LW,1,1.0,0.0,2
Tanner Kero,16-17,RW,47,209.0,262.0,5
Ryan Kesler,16-17,C,82,1029.0,764.0,25
Phil Kessel,16-17,RW,82,5.0,10.0,0
Jujhar Khaira,16-17,LW,10,7.0,12.0,0
Alex Killorn,16-17,LW,81,4.0,8.0,0
Jakub Kindl,16-17,D,39,0.0,0.0,0
Dwight King,16-17,LW,80,4.0,12.0,0
Oscar Klefbom,16-17,D,82,0.0,0.0,0
Kevin Klein,16-17,D,60,0.0,0.0,0
John Klingberg,16-17,D,80,1.0,0.0,-1
Slater Koekkoek,16-17,D,29,0.0,0.0,0
Mikko Koivu,16-17,C,80,938.0,761.0,23
Leo Komarov,16-17,C,82,91.0,111.0,5
Travis Konecny,16-17,C,70,0.0,5.0,0
Anže Kopitar,16-17,C,76,892.0,801.0,19
Lauri Korpikoski,16-17,LW,69,0.0,7.0,0
Kalle Kossila,16-17,LW,1,3.0,4.0,3
Chris Kreider,16-17,LW,75,5.0,4.0,0
David Krejčí,16-17,C,82,657.0,620.0,17
Niklas Kronwall,16-17,D,57,0.0,0.0,0
Torey Krug,16-17,D,81,0.0,1.0,0
Marcus Krüger,16-17,C,70,357.0,370.0,12
Nikita Kucherov,16-17,RW,74,0.0,0.0,0
Tom Kühnhackl,16-17,RW,57,2.0,2.0,0
Brett Kulak,16-17,D,21,0.0,0.0,0
Nikolai Kulemin,16-17,LW,72,14.0,13.0,0
Dmitry Kulikov,16-17,D,47,0.0,0.0,0
Chris Kunitz,16-17,LW,71,3.0,10.0,0
Sean Kuraly,16-17,C,8,1.0,2.0,0
Evgeny Kuznetsov,16-17,C,82,456.0,581.0,5
Kevin Labanc,16-17,RW,55,2.0,2.0,0
Joseph Labate,16-17,C,13,1.0,0.0,0
Andrew Ladd,16-17,LW,78,4.0,6.0,0
Paul Ladue,16-17,D,22,0.0,0.0,0
Patrik Laine,16-17,RW,73,0.0,3.0,0
Anton Lander,16-17,C,22,79.0,62.0,17
Gabriel Landeskog,16-17,LW,72,62.0,63.0,5
Nick Lappin,16-17,RW,43,2.0,5.0,0
Dylan Larkin,16-17,C,80,196.0,236.0,5
Philip Larsen,16-17,D,26,0.0,0.0,0
Adam Larsson,16-17,D,79,0.0,0.0,0
Jacob Larsson,16-17,D,4,0.0,0.0,0
Johan Larsson,16-17,C,36,261.0,271.0,13
Brian Lashoff,16-17,D,5,0.0,0.0,0
Scott Laughton,16-17,C,2,11.0,9.0,21
Curtis Lazar,16-17,RW,37,39.0,60.0,5
Nick Leddy,16-17,D,81,0.0,0.0,0
Anders Lee,16-17,LW,81,7.0,11.0,0
Artturi Lehkonen,16-17,LW,73,2.0,2.0,0
Jori Lehterä,16-17,C,64,409.0,423.0,13
Taylor Leier,16-17,LW,10,0.0,1.0,0
Josh Leivo,16-17,LW,13,1.0,1.0,0
Brett Lernout,16-17,D,2,0.0,0.0,0
Kris Letang,16-17,D,41,0.0,0.0,0
Mark Letestu,16-17,C,78,452.0,444.0,15
Trevor Lewis,16-17,C,82,44.0,66.0,5
Michael Liambas,16-17,LW,1,0.0,0.0,0
John-Michael Liles,16-17,D,36,2.0,0.0,0
Oscar Lindberg,16-17,C,65,299.0,276.0,16
Petteri Lindbohm,16-17,D,7,0.0,0.0,0
Esa Lindell,16-17,D,73,0.0,1.0,0
Anton Lindholm,16-17,D,12,0.0,0.0,0
Elias Lindholm,16-17,C,72,353.0,282.0,21
Hampus Lindholm,16-17,D,66,2.0,0.0,-1
Bryan Little,16-17,C,59,610.0,487.0,23
Matthew Lorito,16-17,LW,2,0.0,0.0,0
Ben Lovejoy,16-17,D,82,0.0,0.0,0
Adam Lowry,16-17,C,82,658.0,637.0,16
Milan Lucic,16-17,LW,82,4.0,3.0,0
Roman Lyubimov,16-17,LW,47,1.0,6.0,0
Olli Määttä,16-17,D,55,0.0,0.0,0
Clarke MacArthur,16-17,LW,4,0.0,1.0,0
Andrew MacDonald,16-17,D,73,0.0,0.0,0
Derek MacKenzie,16-17,C,82,386.0,386.0,13
Nathan MacKinnon,16-17,C,82,768.0,752.0,15
Denis Malgin,16-17,C,47,67.0,117.0,5
Evgeni Malkin,16-17,C,62,365.0,481.0,5
Sean Malone,16-17,C,1,5.0,3.0,24
Brandon Manning,16-17,D,65,0.0,1.0,0
Josh Manson,16-17,D,82,0.0,0.0,0
Anthony Mantha,16-17,RW,60,5.0,6.0,0
Brad Marchand,16-17,LW,80,13.0,23.0,0
Alexey Marchenko,16-17,D,41,0.0,0.0,0
Jonathan Marchessault,16-17,C,75,122.0,148.0,5
Martin Marinčin,16-17,D,25,0.0,0.0,0
Andrei Markov,16-17,D,62,0.0,0.0,0
Patrick Marleau,16-17,LW,82,115.0,99.0,5
Mitch Marner,16-17,C,77,14.0,23.0,0
Pat Maroon,16-17,LW,81,6.0,9.0,0
Matt Martin,16-17,LW,82,0.0,11.0,0
Paul Martin,16-17,D,81,0.0,0.0,0
Alec Martinez,16-17,D,82,0.0,1.0,0
Jordan Martinook,16-17,LW,77,460.0,577.0,5
Andreas Martinsen,16-17,LW,64,3.0,1.0,0
Mike Matheson,16-17,D,81,1.0,0.0,-1
Auston Matthews,16-17,C,82,530.0,600.0,9
Shawn Matthias,16-17,LW,45,5.0,11.0,0
Scott Mayfield,16-17,D,25,0.0,0.0,0
Jamie McBain,16-17,D,3,0.0,0.0,0
Jake McCabe,16-17,D,76,0.0,0.0,0
Jared McCann,16-17,C,29,41.0,64.0,5
Michael McCarron,16-17,RW,31,76.0,99.0,5
Jay McClement,16-17,C,65,253.0,272.0,9
Max McCormick,16-17,RW,7,15.0,9.0,11
Ian McCoshen,16-17,D,3,0.0,0.0,0
Connor McDavid,16-17,C,82,348.0,458.0,5
Ryan McDonagh,16-17,D,77,0.0,0.0,0
Colin McDonald,16-17,C,3,0.0,1.0,0
Evan McEneny,16-17,D,1,0.0,0.0,0
Brock McGinn,16-17,LW,57,1.0,3.0,0
Jamie McGinn,16-17,LW,72,1.0,2.0,0
Dylan McIlrath,16-17,D,6,0.0,0.0,0
Greg McKegg,16-17,C,46,90.0,90.0,6
Curtis McKenzie,16-17,LW,53,3.0,3.0,0
Cody McLeod,16-17,LW,59,0.0,1.0,0
Brayden McNabb,16-17,D,49,0.0,0.0,0
Mark McNeill,16-17,RW,1,0.0,2.0,0
Adam McQuaid,16-17,D,77,0.0,0.0,0
Wade Megan,16-17,C,3,13.0,14.0,10
Jaycob Megna,16-17,D,1,0.0,0.0,0
Jayson Megna,16-17,C,58,2.0,14.0,0
Timo Meier,16-17,RW,34,1.0,4.0,0
Julian Melchiori,16-17,D,18,0.0,0.0,0
Jonathon Merrill,16-17,D,51,0.0,0.0,0
Marc Methot,16-17,D,68,0.0,0.0,0
Milan Michálek,16-17,LW,5,0.0,1.0,0
Zbyněk Michálek,16-17,D,3,0.0,0.0,0
Sonny Milano,16-17,LW,4,0.0,0.0,0
Colin Miller,16-17,D,61,0.0,0.0,0
Drew Miller,16-17,LW,55,2.0,1.0,0
J.T. Miller,16-17,LW,82,157.0,200.0,5
Kevan Miller,16-17,D,58,0.0,0.0,0
Garrett Mitchell,16-17,RW,1,0.0,1.0,0
John Mitchell,16-17,C,65,298.0,240.0,20
Torrey Mitchell,16-17,C,78,410.0,342.0,20
Zack Mitchell,16-17,RW,11,11.0,8.0,4
Griffen Molino,16-17,C,5,0.0,0.0,0
Sean Monahan,16-17,C,82,743.0,701.0,17
Brandon Montour,16-17,D,27,0.0,0.0,0
Dominic Moore,16-17,C,82,357.0,297.0,19
John Moore,16-17,D,63,0.0,0.0,0
Samuel Morin,16-17,D,1,0.0,0.0,0
Josh Morrissey,16-17,D,82,0.0,0.0,0
